-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 03/31/2024 
Location: Latitude  38.8897   Longitude -77.0924 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 70.81 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
2021,6,13,5.14,7.81,0.45,395.3,101.95,149.12,13.77,0.35,1.77,22.3,18.94,20.62,22.8,8.79,26.83,18.05
2021,6,14,7.49,8.13,0.65,387.41,143.91,154.42,18.66,0.45,2.31,23.72,19.68,21.7,23.92,10.37,29.01,18.64
2021,6,15,7.47,8.26,0.65,365.2,140.8,153.77,18.17,0.41,2.05,21.38,16.4,18.89,21.7,9.73,25.87,16.14
2021,6,16,8.45,8.56,0.73,337.1,157.79,158.22,20.27,0.44,2.18,20.09,12.32,16.2,20.29,9.94,24.72,14.79
2021,6,17,8.56,8.77,0.74,308.6,157.78,159.98,20.2,0.43,-999.0,19.47,9.95,14.71,19.59,11.74,24.63,12.88
2021,6,18,7.73,8.4,0.66,347.99,146.09,156.8,18.95,0.43,2.14,21.3,14.37,17.83,21.3,14.68,27.6,12.92
2021,6,19,3.92,7.6,0.34,409.09,79.62,145.89,10.95,0.27,1.38,23.2,19.48,21.33,23.08,6.47,26.62,20.15
2021,6,20,6.58,7.63,0.57,397.23,126.61,144.69,16.36,0.41,2.07,25.8,21.52,23.66,25.4,7.22,29.25,22.03
2021,6,21,6.58,7.63,0.57,408.92,126.53,144.32,16.26,0.39,1.97,26.08,22.91,24.5,26.13,9.07,31.04,21.97
2021,6,22,2.09,7.93,0.18,379.87,44.56,152.3,6.52,0.14,0.7,20.33,17.11,18.72,20.46,7.81,22.41,14.61
2021,6,23,8.19,8.58,0.71,322.27,152.59,158.2,19.63,0.45,2.29,18.25,9.8,14.02,19.09,12.0,23.6,11.59
2021,6,24,8.08,8.45,0.7,326.71,151.11,156.7,19.26,0.41,2.05,20.02,12.12,16.08,20.18,10.08,25.19,15.12
2021,6,25,7.58,8.35,0.66,354.46,142.93,156.16,18.44,0.41,2.02,20.77,14.95,17.86,21.37,12.29,26.11,13.82
2021,6,26,5.48,7.86,0.48,403.43,107.77,150.57,14.42,0.36,1.78,24.89,20.93,22.9,25.23,10.66,30.06,19.4
2021,6,27,6.76,7.8,0.59,406.06,132.6,151.34,17.25,0.45,2.23,26.58,22.01,24.3,26.95,9.6,31.33,21.73
2021,6,28,7.88,8.05,0.68,395.65,153.05,155.12,19.57,0.48,2.47,27.48,21.3,24.39,28.08,11.27,33.1,21.83
2021,6,29,7.9,8.16,0.69,391.47,151.49,155.23,19.31,0.46,2.3,28.4,21.35,24.88,29.06,12.51,34.19,21.69
2021,6,30,7.88,8.13,0.68,401.75,153.0,156.46,19.66,0.47,2.35,29.44,20.62,25.03,30.19,13.39,35.79,22.4
2021,7,1,4.88,7.78,0.42,413.21,96.92,149.86,13.22,0.32,1.61,26.85,20.88,23.87,27.46,10.59,32.58,21.99
2021,7,2,4.76,7.95,0.41,370.42,92.55,148.89,12.44,0.31,1.56,22.76,17.72,20.23,23.14,9.29,27.33,18.05
2021,7,3,6.76,8.04,0.59,355.14,127.69,149.82,16.55,0.38,1.87,21.15,15.25,18.2,22.04,10.58,25.84,15.26
2021,7,4,6.71,8.02,0.59,375.23,127.94,151.32,16.67,0.35,1.75,23.47,15.79,19.63,24.31,13.18,29.27,16.08
2021,7,5,7.16,7.72,0.62,392.1,135.7,145.1,17.13,0.38,1.88,26.02,18.9,22.47,26.67,11.2,31.41,20.22
2021,7,6,7.34,7.39,0.64,393.29,137.24,137.71,16.8,0.38,1.94,27.99,20.3,24.15,28.47,13.99,34.49,20.5
2021,7,7,6.56,7.26,0.57,404.7,123.97,135.62,15.49,0.37,1.84,28.87,20.75,24.81,29.46,11.91,34.87,22.97
2021,7,8,3.39,7.32,0.3,408.11,69.75,141.12,9.62,0.23,1.16,24.94,21.76,23.35,25.15,6.88,29.12,22.23
2021,7,9,6.4,7.74,0.56,398.16,125.13,149.12,16.48,0.43,2.16,26.15,21.3,23.73,26.77,10.54,31.15,20.62
2021,7,10,7.27,7.85,0.64,376.65,137.91,147.7,17.6,0.4,1.99,24.62,15.42,20.02,25.36,9.2,29.19,20.0
2021,7,11,6.08,7.4,0.53,407.11,118.09,141.43,15.27,0.36,1.79,27.01,21.3,24.15,27.62,10.41,32.07,21.66
2021,7,12,7.12,7.68,0.62,411.79,138.93,148.59,17.88,0.44,2.2,28.23,22.82,25.52,28.74,9.66,32.97,23.3
2021,7,13,7.01,7.82,0.62,406.26,136.37,150.73,17.73,0.46,2.32,28.58,21.51,25.05,29.01,10.45,33.96,23.51
2021,7,14,5.67,7.54,0.5,408.5,110.21,144.28,14.4,0.38,1.94,28.24,20.52,24.38,29.15,10.59,33.64,23.04
2021,7,15,6.72,7.21,0.59,408.0,127.17,135.4,15.73,0.38,1.89,28.22,19.9,24.06,29.49,12.62,34.09,21.47
2021,7,16,7.2,7.46,0.64,401.12,135.03,139.13,16.83,0.39,1.98,29.57,20.19,24.88,30.75,12.18,35.33,23.15
2021,7,17,5.77,7.49,0.52,414.2,113.17,144.48,14.84,0.37,1.84,28.57,22.2,25.38,29.23,10.63,34.02,23.38
2021,7,18,6.45,7.61,0.58,394.05,121.99,141.64,15.64,0.38,1.87,25.36,18.11,21.73,26.48,8.66,30.11,21.44
2021,7,19,5.48,6.91,0.49,386.41,100.68,124.42,12.2,0.27,1.36,26.14,17.11,21.62,26.82,11.25,31.96,20.71
2021,7,20,6.02,6.16,0.54,393.62,106.88,109.79,12.03,0.25,1.25,27.73,17.68,22.7,28.62,12.3,33.72,21.41
2021,7,21,5.46,6.3,0.49,401.02,98.73,113.41,11.62,0.25,1.26,27.09,18.41,22.76,27.9,10.84,32.48,21.64
2021,7,22,7.1,7.57,0.64,361.71,130.25,138.29,16.21,0.37,1.83,24.16,12.87,18.52,25.01,10.59,29.44,18.85
2021,7,23,6.91,7.53,0.62,380.63,131.48,141.85,16.8,0.39,1.95,24.8,13.01,18.9,26.01,12.1,30.72,18.62
2021,7,24,5.3,7.37,0.48,410.34,104.08,142.0,13.85,0.34,1.66,25.63,15.83,20.73,26.79,12.91,31.58,18.66
2021,7,25,4.81,6.91,0.44,415.91,93.45,130.91,12.21,0.29,1.45,28.01,20.01,24.01,28.98,12.19,34.26,22.07
2021,7,26,5.38,7.13,0.49,415.39,104.73,135.98,13.7,0.32,1.59,28.66,20.46,24.56,29.51,11.9,34.72,22.82
2021,7,27,7.15,7.3,0.65,398.17,134.36,136.82,16.77,0.37,1.84,29.05,17.6,23.33,29.76,12.86,35.36,22.5
2021,7,28,6.78,7.31,0.62,404.84,128.12,137.24,16.19,0.38,1.9,28.21,16.73,22.47,29.18,11.99,34.32,22.33
2021,7,29,4.48,5.94,0.41,416.16,82.8,107.57,9.84,0.22,1.09,27.29,20.73,24.01,27.88,10.4,33.11,22.71
2021,7,30,6.83,7.73,0.63,401.9,132.7,148.67,17.34,0.42,2.12,27.58,17.16,22.37,28.5,10.23,33.21,22.98
2021,7,31,5.63,7.57,0.52,393.78,108.73,142.87,14.63,0.38,1.88,24.49,12.4,18.44,26.48,10.37,30.01,19.63
2021,8,1,3.46,6.49,0.32,404.81,67.5,120.84,8.82,0.2,0.99,22.98,19.62,21.3,23.24,5.54,25.69,20.15
2021,8,2,7.08,7.73,0.66,357.98,132.04,142.77,16.9,0.39,1.97,23.31,13.86,18.58,24.42,11.91,29.05,17.13
2021,8,3,4.48,7.47,0.41,373.2,87.36,140.17,11.98,0.29,1.43,23.28,14.51,18.9,23.32,8.15,27.44,19.3
2021,8,4,6.39,7.24,0.6,359.85,120.0,134.41,15.26,0.36,1.82,22.87,15.85,19.36,23.55,9.52,28.24,18.73
2021,8,5,7.24,7.39,0.68,364.17,137.25,139.43,17.34,0.39,1.98,25.25,15.05,20.15,26.32,14.1,32.15,18.05
2021,8,6,6.89,7.38,0.65,379.8,130.58,138.92,16.54,0.38,1.88,26.51,15.75,21.12,27.71,14.31,33.62,19.3
2021,8,7,1.85,6.91,0.17,392.44,39.35,133.28,5.7,0.12,0.64,22.92,18.52,20.72,23.48,6.5,26.16,19.65
2021,8,8,6.94,7.13,0.66,376.53,130.61,133.65,16.48,0.4,2.01,25.46,17.05,21.26,26.77,15.08,33.33,18.25
2021,8,9,6.07,6.72,0.58,408.89,116.25,127.63,14.66,0.34,1.72,26.4,19.29,22.84,27.42,13.66,33.05,19.4
2021,8,10,5.69,6.69,0.55,414.26,110.35,128.35,14.12,0.34,1.75,28.21,21.79,25.0,29.01,12.44,35.02,22.58
2021,8,11,5.93,6.96,0.57,422.92,114.52,133.45,14.69,0.36,1.83,29.04,22.12,25.58,29.94,13.59,36.5,22.9
2021,8,12,6.74,6.83,0.65,419.47,128.98,130.55,16.08,0.38,1.93,29.4,21.61,25.51,30.01,12.34,35.37,23.04
2021,8,13,5.56,6.86,0.54,428.16,108.35,132.13,14.11,0.35,1.76,29.9,21.44,25.67,30.54,10.41,35.6,25.19
2021,8,14,5.34,6.74,0.52,421.62,105.09,130.61,13.94,0.34,1.71,27.51,22.17,24.84,27.97,7.45,31.01,23.55
2021,8,15,2.93,6.57,0.29,412.73,60.28,127.48,8.62,0.21,1.06,24.94,18.92,21.94,25.73,7.31,28.75,21.44
2021,8,16,2.95,6.6,0.29,413.52,61.24,128.16,8.63,0.23,1.16,25.37,21.58,23.48,26.03,6.22,28.6,22.38
2021,8,17,4.05,6.71,0.4,415.73,81.27,130.88,11.13,0.3,1.53,26.76,23.0,24.87,27.18,7.45,31.24,23.8
2021,8,18,4.24,6.66,0.42,419.62,84.52,129.96,11.46,0.3,1.52,27.08,23.74,25.41,27.17,6.52,31.1,24.58
2021,8,19,5.86,6.79,0.59,412.52,114.18,131.76,14.79,0.37,1.83,27.77,21.98,24.88,28.17,9.48,32.68,23.2
2021,8,20,4.0,6.57,0.4,409.21,80.53,128.02,11.01,0.27,1.39,24.17,20.93,22.55,24.21,4.23,26.76,22.54
2021,8,21,5.76,6.61,0.58,391.94,110.79,126.54,14.17,0.33,1.64,24.9,19.2,22.05,24.7,7.41,28.75,21.34
2021,8,22,4.71,6.61,0.48,398.49,92.45,127.32,12.27,0.28,1.43,24.79,20.51,22.65,25.08,8.37,28.89,20.52
2021,8,23,6.18,6.59,0.62,408.97,119.89,127.51,15.27,0.35,1.78,27.08,21.04,24.06,27.3,11.91,32.92,21.01
2021,8,24,6.6,6.59,0.67,395.37,125.36,125.14,15.64,0.34,1.73,28.52,20.17,24.34,28.57,10.95,33.69,22.75
2021,8,25,6.34,6.49,0.65,406.27,122.73,125.39,15.45,0.35,1.78,28.43,19.69,24.05,28.52,9.88,34.05,24.18
2021,8,26,5.28,6.35,0.55,413.07,102.87,122.75,13.41,0.32,1.6,27.91,22.12,25.02,28.46,11.0,33.55,22.56
2021,8,27,5.81,6.31,0.6,413.41,113.62,123.03,14.52,0.34,1.74,28.32,22.64,25.48,28.62,9.35,33.33,23.98
2021,8,28,5.98,6.22,0.62,406.48,114.5,118.99,14.45,0.34,1.76,26.81,22.19,24.5,27.65,9.45,31.99,22.55
2021,8,29,3.03,6.26,0.32,420.48,61.15,121.65,8.41,0.2,1.02,26.13,20.97,23.55,27.58,10.28,31.48,21.19
2021,8,30,5.38,6.35,0.57,411.94,106.2,124.55,13.81,0.34,1.7,27.08,21.99,24.54,27.71,10.21,32.37,22.16
2021,8,31,3.41,6.04,0.36,408.31,68.66,116.5,9.23,0.23,1.12,25.58,21.8,23.69,25.63,5.52,28.21,22.69
2021,9,1,2.61,6.1,0.28,414.54,54.48,119.32,7.77,0.2,0.99,24.85,22.67,23.76,24.87,10.34,29.0,18.66
2021,9,2,6.85,6.96,0.73,317.99,125.73,127.42,15.8,0.37,-999.0,19.86,13.85,16.85,20.23,8.74,24.62,15.87
2021,9,3,6.86,6.83,0.74,319.84,127.55,126.86,16.04,0.35,-999.0,19.4,14.21,16.8,20.17,10.62,24.63,14.01
2021,9,4,5.7,6.52,0.62,354.89,108.36,122.8,13.92,0.32,1.62,21.19,15.16,18.18,21.69,9.3,26.06,16.76
2021,9,5,3.26,5.94,0.36,399.34,64.69,113.98,8.95,0.23,1.16,22.51,19.23,20.87,22.83,8.84,26.76,17.92
2021,9,6,6.41,6.47,0.71,364.62,121.28,122.05,15.31,0.36,1.8,23.26,16.8,20.03,23.37,9.57,28.61,19.03
2021,9,7,6.27,6.34,0.7,344.01,117.34,118.64,14.61,0.32,-999.0,23.12,16.87,20.0,23.55,13.16,29.63,16.48
2021,9,8,5.37,6.05,0.6,377.55,102.04,114.59,12.98,0.29,-999.0,24.2,20.46,22.33,24.45,10.95,30.16,19.21
2021,9,9,2.9,5.83,0.33,376.77,57.36,110.37,7.82,0.17,0.86,21.42,17.56,19.49,21.56,7.91,25.47,17.57
2021,9,10,6.08,6.35,0.69,330.41,112.6,117.45,14.15,0.3,1.49,19.51,13.44,16.47,19.8,9.59,24.48,14.88
2021,9,11,5.37,5.94,0.61,344.53,99.36,109.89,12.41,0.26,1.31,20.13,14.05,17.09,20.52,12.62,26.28,13.67
2021,9,12,5.15,5.16,0.59,370.34,93.61,94.53,10.81,0.22,1.08,22.8,17.12,19.96,22.99,13.89,29.95,16.06
2021,9,13,4.97,4.96,0.58,385.86,89.77,90.35,10.38,0.22,1.11,25.43,19.38,22.4,25.1,10.98,30.94,19.96
2021,9,14,4.48,4.89,0.52,394.07,82.84,89.95,9.85,0.22,1.09,25.44,19.86,22.65,25.44,10.33,31.06,20.74
2021,9,15,5.32,5.59,0.62,385.27,100.05,105.31,12.4,0.27,1.39,25.26,19.18,22.22,25.33,12.02,31.48,19.46
2021,9,16,3.17,5.14,0.38,406.31,62.3,97.5,8.27,0.2,0.98,24.26,21.92,23.08,24.45,6.7,28.24,21.54
2021,9,17,2.94,5.47,0.35,408.62,59.38,106.66,8.2,0.2,0.99,23.89,20.67,22.28,24.37,6.88,27.8,20.92
2021,9,18,4.74,5.6,0.57,390.45,91.62,107.86,11.73,0.27,1.34,24.74,19.39,22.07,25.09,11.01,30.42,19.41
2021,9,19,5.21,5.76,0.63,376.91,99.56,109.75,12.63,0.29,1.46,22.61,15.28,18.94,23.04,10.61,27.92,17.31
2021,9,20,4.23,5.7,0.52,375.01,79.78,106.59,10.52,0.23,1.21,20.83,15.35,18.09,21.51,11.49,26.95,15.46
2021,9,21,3.05,5.64,0.38,387.7,59.7,107.9,8.33,0.2,0.98,22.01,18.26,20.14,22.35,10.12,27.01,16.9
2021,9,22,2.13,5.36,0.27,405.71,44.56,105.42,6.47,0.16,0.8,23.23,21.85,22.54,22.97,4.26,25.29,21.02
2021,9,23,4.54,5.51,0.56,360.33,85.8,103.71,11.06,0.24,1.21,19.88,16.12,18.0,19.9,9.67,23.06,13.39
2021,9,24,6.01,5.97,0.76,295.38,109.44,108.77,13.49,0.28,1.38,17.35,9.83,13.59,16.77,10.68,22.37,11.68
2021,9,25,5.26,5.73,0.66,318.3,97.2,105.55,12.27,0.27,1.37,18.27,10.2,14.23,17.3,8.83,23.15,14.33
2021,9,26,5.78,5.76,0.74,311.64,107.32,107.08,13.27,0.27,1.37,17.37,11.4,14.39,17.64,10.21,22.75,12.54
2021,9,27,5.55,5.53,0.71,328.66,104.74,104.68,12.94,0.26,1.29,18.56,12.01,15.29,18.55,13.93,25.76,11.84
2021,9,28,2.41,4.86,0.31,373.77,47.11,91.19,6.29,0.12,0.62,20.63,16.93,18.78,20.58,11.16,26.63,15.48
2021,9,29,5.06,5.46,0.66,331.05,94.75,102.2,11.86,0.23,1.19,17.39,9.75,13.57,17.44,8.71,21.79,13.08
2021,9,30,5.51,5.49,0.73,310.59,101.53,101.39,12.43,0.24,1.2,16.74,10.83,13.78,17.14,12.1,22.9,10.8
2021,10,1,5.45,5.43,0.73,308.73,100.41,100.27,12.25,0.24,1.19,16.41,9.37,12.9,16.59,11.63,22.05,10.42
2021,10,2,5.18,5.24,0.7,332.74,96.17,97.72,11.78,0.24,1.19,18.52,14.4,16.46,18.62,15.48,26.2,10.72
2021,10,3,4.36,4.8,0.59,368.88,82.34,91.12,10.29,0.22,1.12,21.41,16.54,18.98,21.53,14.34,28.86,14.52
2021,10,4,4.01,4.78,0.55,384.71,77.74,92.48,9.98,0.23,1.15,22.17,19.18,20.68,22.08,8.1,26.98,18.88
2021,10,5,3.82,4.64,0.53,384.99,72.97,88.55,9.33,0.2,1.0,21.59,19.36,20.48,21.8,7.92,26.26,18.34
2021,10,6,1.23,4.64,0.17,401.56,25.49,90.3,3.77,0.09,0.45,20.76,18.07,19.41,21.27,7.8,25.37,17.58
2021,10,7,2.8,4.69,0.39,384.7,55.0,90.1,7.45,0.17,0.89,20.29,16.49,18.39,20.94,9.67,25.41,15.75
2021,10,8,2.98,4.7,0.42,379.42,57.31,89.71,7.55,0.16,0.85,20.83,16.3,18.56,21.22,9.17,26.14,16.97
2021,10,9,2.06,4.55,0.3,375.18,40.86,86.52,5.71,0.12,0.66,19.55,16.45,18.01,19.85,6.53,23.53,17.0
2021,10,10,1.91,4.63,0.27,387.58,37.84,88.34,5.29,0.11,0.54,20.73,17.93,19.33,21.19,6.86,24.96,18.1
2021,10,11,2.03,4.59,0.3,376.59,39.85,86.27,5.51,0.12,0.6,19.57,15.81,17.69,20.26,7.86,23.93,16.07
2021,10,12,2.2,4.55,0.33,373.48,43.13,86.17,5.7,0.12,0.58,19.57,17.14,18.36,20.14,6.53,23.55,17.01
2021,10,13,3.04,4.51,0.45,370.58,57.57,85.06,7.49,0.16,0.79,20.51,16.77,18.64,20.72,8.62,25.45,16.83
2021,10,14,4.39,4.55,0.66,347.06,82.29,85.98,10.09,0.2,1.02,20.19,14.4,17.29,19.74,10.32,25.56,15.23
2021,10,15,3.13,4.35,0.48,377.23,60.33,83.76,7.91,0.17,0.87,22.13,15.52,18.83,22.18,11.6,28.84,17.23
2021,10,16,2.22,4.13,0.34,358.57,42.36,78.04,5.55,0.12,0.59,19.33,15.43,17.38,19.55,15.01,27.47,12.46
2021,10,17,3.96,4.66,0.61,302.59,71.71,84.55,8.92,0.17,0.85,13.66,6.34,10.0,14.33,8.62,18.55,9.94
2021,10,18,4.72,4.71,0.73,280.62,84.53,85.03,10.12,0.15,0.75,13.33,5.92,9.62,13.82,10.55,19.38,8.84
2021,10,19,4.67,4.62,0.73,290.87,85.01,84.74,10.16,0.16,0.82,14.4,6.43,10.42,14.66,15.88,22.8,6.92
2021,10,20,4.56,4.52,0.73,306.39,83.11,83.6,9.93,0.17,-999.0,16.89,8.88,12.89,16.84,13.49,24.52,11.03
2021,10,21,4.42,4.43,0.71,319.81,81.14,81.87,9.72,0.18,0.87,17.68,9.95,13.82,17.74,14.81,24.98,10.16
2021,10,22,3.03,4.19,0.49,343.57,56.05,77.11,7.22,0.13,0.68,16.69,9.75,13.22,17.0,9.01,21.42,12.41
2021,10,23,2.86,4.07,0.47,337.12,52.78,74.9,6.77,0.12,0.62,14.93,9.69,12.31,15.48,8.96,19.34,10.38
2021,10,24,3.86,4.03,0.64,336.01,71.97,75.73,8.7,0.16,0.8,15.44,9.79,12.61,15.87,11.23,21.76,10.53
2021,10,25,3.49,3.99,0.59,356.59,65.45,74.95,8.16,0.16,0.78,18.58,15.14,16.87,18.52,10.7,25.28,14.58
2021,10,26,3.42,4.02,0.58,333.08,62.98,74.38,7.86,0.14,0.69,14.28,10.05,12.17,14.62,8.52,18.51,10.01
2021,10,27,4.12,4.1,0.7,306.81,76.87,77.12,9.16,0.15,0.74,14.59,9.87,12.23,14.78,11.21,21.25,10.03
2021,10,28,2.72,3.92,0.47,335.84,51.67,73.32,6.82,0.13,0.68,14.27,10.73,12.51,14.66,10.31,19.37,9.05
2021,10,29,1.31,3.81,0.23,371.59,25.88,72.95,3.59,0.07,0.34,15.13,14.25,14.69,15.05,4.71,17.65,12.94
2021,10,30,2.17,3.86,0.38,345.5,40.8,71.98,5.43,0.09,0.48,13.98,11.3,12.64,14.33,6.48,17.94,11.46
2021,10,31,2.84,3.8,0.51,319.13,52.84,71.15,6.53,0.11,0.53,13.01,10.2,11.61,13.03,9.04,18.54,9.51
2021,11,1,4.0,4.01,0.72,294.43,72.7,73.41,8.58,0.15,0.72,11.12,5.94,8.53,11.07,7.88,15.57,7.69
2021,11,2,1.09,3.49,0.2,315.46,21.53,63.32,3.09,0.06,0.3,7.36,5.01,6.19,7.58,5.77,9.92,4.15
2021,11,3,3.95,4.03,0.73,257.7,69.88,71.62,8.25,0.13,0.65,6.15,0.69,3.42,6.7,9.99,11.23,1.24
2021,11,4,2.66,3.76,0.49,266.98,47.62,65.79,6.06,0.09,0.48,5.93,0.44,3.19,5.9,9.09,10.68,1.59
2021,11,5,3.74,3.86,0.7,248.65,65.3,68.02,7.63,0.1,0.51,5.57,-0.05,2.76,5.55,11.77,12.01,0.24
2021,11,6,3.33,3.82,0.63,269.99,58.87,67.8,7.13,0.1,0.52,6.53,2.48,4.51,6.54,12.48,13.06,0.58
2021,11,7,3.41,3.85,0.65,267.42,59.82,67.75,7.31,0.11,0.55,7.33,2.82,5.08,7.36,9.35,12.83,3.48
2021,11,8,3.69,3.63,0.71,279.41,67.0,66.75,7.74,0.12,0.62,10.6,6.45,8.52,9.71,14.72,18.8,4.08
2021,11,9,3.58,3.64,0.7,283.59,64.15,65.71,7.42,0.12,-999.0,11.96,7.64,9.8,11.31,15.93,21.31,5.37
2021,11,10,3.39,3.39,0.66,307.3,61.53,62.25,7.15,0.12,0.63,13.65,9.13,11.39,12.82,10.8,20.05,9.25
2021,11,11,2.67,3.31,0.53,310.3,48.87,60.67,6.05,0.1,0.51,12.95,11.58,12.26,12.62,10.17,17.87,7.7
2021,11,12,2.76,3.39,0.55,317.11,50.61,62.84,6.12,0.09,0.48,13.71,9.67,11.69,13.01,8.99,16.85,7.86
2021,11,13,2.37,3.42,0.48,276.12,42.0,60.08,5.17,0.07,0.36,6.86,3.05,4.95,6.96,8.47,10.57,2.1
2021,11,14,2.12,3.37,0.44,279.46,38.14,60.1,4.99,0.06,0.32,4.3,0.3,2.3,4.71,9.04,8.75,-0.29
2021,11,15,3.05,3.47,0.63,270.33,53.68,61.45,6.42,0.08,0.4,4.56,0.09,2.33,4.76,8.84,9.73,0.88
2021,11,16,2.6,3.34,0.54,281.38,46.9,60.63,5.8,0.07,0.34,5.38,1.09,3.23,5.13,12.21,11.76,-0.45
2021,11,17,2.91,3.12,0.61,296.49,52.52,57.05,6.11,0.08,0.38,9.38,8.12,8.76,9.23,13.25,16.45,3.2
2021,11,18,3.18,3.18,0.67,313.45,57.73,58.64,6.65,0.09,0.46,12.7,9.11,10.9,12.14,13.02,20.34,7.32
2021,11,19,3.49,3.46,0.75,236.29,60.74,60.97,6.92,0.09,0.47,4.33,-1.95,1.19,4.69,7.62,8.12,0.51
2021,11,20,2.27,3.33,0.49,256.77,40.28,58.55,5.17,0.07,0.34,3.05,-0.64,1.2,3.33,10.12,8.26,-1.86
2021,11,21,1.85,3.03,0.41,288.76,33.76,53.89,4.39,0.06,0.3,6.19,3.07,4.63,6.26,9.67,11.1,1.43
2021,11,22,1.68,3.13,0.37,290.42,30.95,56.57,4.15,0.06,0.3,6.05,1.71,3.87,5.98,10.09,9.69,-0.4
2021,11,23,3.26,3.33,0.72,222.47,55.7,57.55,6.34,0.07,0.35,0.86,-4.91,-2.02,1.33,9.32,6.3,-3.02
2021,11,24,3.12,3.19,0.7,239.2,55.17,57.09,6.29,0.07,-999.0,1.78,-3.87,-1.05,2.22,11.98,8.51,-3.47
2021,11,25,2.68,3.04,0.6,284.84,47.26,53.81,5.66,0.08,0.37,5.2,1.42,3.31,5.3,15.36,13.92,-1.44
2021,11,26,2.85,3.17,0.65,265.23,49.77,55.95,5.87,0.09,0.41,4.3,-1.38,1.47,4.44,7.07,6.54,-0.53
2021,11,27,3.07,3.13,0.7,251.04,54.38,56.21,6.23,0.07,0.36,1.63,-4.38,-1.38,1.82,7.97,5.94,-2.02
2021,11,28,2.7,2.99,0.62,276.62,47.56,53.29,5.61,0.07,0.34,5.26,1.23,3.25,4.83,13.49,12.62,-0.87
2021,11,29,2.5,3.11,0.58,255.65,43.84,54.8,5.27,0.06,0.3,2.85,-2.16,0.34,2.84,7.95,7.01,-0.94
2021,11,30,2.67,2.96,0.62,270.82,46.97,52.55,5.53,0.05,0.29,3.55,-0.92,1.32,3.26,10.94,10.23,-0.7
2021,12,1,2.59,2.93,0.61,277.03,45.7,52.31,5.44,0.06,0.3,5.91,2.17,4.04,5.54,12.88,12.59,-0.29
2021,12,2,2.03,2.8,0.48,311.91,37.16,51.84,4.67,0.05,0.27,10.33,7.05,8.69,9.43,9.87,15.15,5.28
2021,12,3,2.27,2.89,0.54,289.88,41.39,53.32,5.02,0.06,0.3,7.86,1.83,4.84,6.69,7.91,11.51,3.6
2021,12,4,2.64,2.79,0.63,274.6,47.24,50.71,5.48,0.06,0.32,6.89,2.7,4.8,5.85,10.93,13.25,2.32
2021,12,5,1.92,2.8,0.46,288.9,34.56,50.62,4.32,0.05,0.28,4.95,0.46,2.7,4.67,10.53,10.63,0.1
2021,12,6,2.06,2.61,0.5,314.14,38.01,48.64,4.66,0.06,0.31,9.26,5.7,7.48,8.58,14.06,17.16,3.1
2021,12,7,2.39,3.0,0.58,245.75,41.61,52.66,5.12,0.07,0.34,1.66,-5.09,-1.71,1.84,6.86,5.19,-1.67
2021,12,8,1.33,2.66,0.33,270.93,24.31,47.71,3.26,0.05,0.21,2.05,-1.42,0.32,2.23,6.59,5.67,-0.92
2021,12,9,1.64,2.85,0.4,258.38,29.53,50.05,3.91,0.05,0.22,0.66,-3.35,-1.34,0.81,7.69,4.67,-3.02
2021,12,10,1.49,2.56,0.37,328.07,27.48,46.66,3.6,0.05,0.21,4.73,2.06,3.4,4.72,9.68,9.76,0.08
